salary_id,employee_id,effective_date,previous_salary,new_salary,increment_percent,change_reason
5023,2932,2025-12-09,1648696,1857585.78,12.67,Market Adjustment
5024,526,2025-05-03,1706599,1927091.59,12.92,Annual Increment
5025,399,2025-01-17,729960,872083.21,19.47,Annual Increment
5026,582,2024-02-20,827685,879332.54,6.24,Market Adjustment
5027,2252,2025-08-27,935011,1048801.84,12.17,Performance Bonus
5028,1258,2025-12-20,523329,557868.71,6.6,Annual Increment
5029,1063,2025-02-08,407179,480878.4,18.1,Promotion
5030,106,2024-02-16,545375,653522.86,19.83,Annual Increment
5031,1731,2024-06-21,508186,554685.02,9.15,Promotion
5032,1964,2024-06-18,734036,825643.69,12.48,Market Adjustment
5033,248,2024-11-07,598865,677795.41,13.18,Annual Increment
5034,1815,2025-12-10,1757518,2025891.0,15.27,Annual Increment
5035,1767,2025-05-29,1143803,1345684.23,17.65,Annual Increment
5036,1689,2024-06-29,728572,766530.6,5.21,Market Adjustment
5037,2176,2024-01-11,1613346,1921011.08,19.07,Annual Increment
5038,1403,2025-07-03,919904,988344.86,7.44,Promotion
5039,2804,2024-06-28,1574843,1793903.66,13.91,Promotion
5040,2873,2025-11-21,1739673,2048117.02,17.73,Annual Increment
5041,1023,2025-03-26,372993,392090.24,5.12,Salary Revision
5042,1488,2024-12-28,1100479,1312431.26,19.26,Salary Revision
5043,2621,2025-01-07,1196808,1307752.1,9.27,Market Adjustment
5044,2552,2024-04-06,386068,422010.93,9.31,Salary Revision
5045,2774,2024-07-29,979876,1071200.44,9.32,Performance Bonus
5046,707,2024-10-03,766103,821798.69,7.27,Annual Increment
5047,561,2025-11-28,776593,860853.34,10.85,Annual Increment
5048,453,2025-05-09,342533,385109.85,12.43,Annual Increment
5049,2107,2024-11-04,507188,525751.08,3.66,Annual Increment
5050,1690,2024-11-01,1411493,1509027.17,6.91,Performance Bonus
5051,1633,2024-10-23,829170,961671.37,15.98,Annual Increment
5052,2003,2025-12-18,589475,649601.45,10.2,Annual Increment
5053,2230,2025-07-09,277533,310254.14,11.79,Market Adjustment
5054,1835,2025-04-12,475238,501471.14,5.52,Annual Increment
5055,2949,2025-01-06,476873,570149.36,19.56,Annual Increment
5056,1899,2025-08-17,427073,454064.01,6.32,Annual Increment
5057,1674,2024-12-14,1199932,1256688.78,4.73,Annual Increment
5058,1893,2024-08-08,1744475,1864843.77,6.9,Annual Increment
5059,196,2024-03-25,853403,931404.03,9.14,Salary Revision
5060,1129,2025-11-09,1281868,1385699.31,8.1,Performance Bonus
5061,717,2024-05-12,489507,562786.2,14.97,Annual Increment
5062,72,2025-06-06,1435166,1584423.26,10.4,Market Adjustment
5063,2178,2024-11-12,1357552,1554397.04,14.5,Performance Bonus
5064,1745,2024-07-25,1725152,1902842.66,10.3,Market Adjustment
5065,2033,2024-08-25,312251,332484.86,6.48,Salary Revision
5066,23,2024-01-29,949951,1010557.87,6.38,Promotion
5067,2487,2024-08-28,1094271,1156206.74,5.66,Performance Bonus
5068,1042,2025-02-01,1167451,1378993.12,18.12,Performance Bonus
5069,610,2025-09-18,415535,452933.15,9.0,Annual Increment
5070,2149,2024-05-28,754465,883629.41,17.12,Performance Bonus
5071,78,2024-01-09,317286,329913.98,3.98,Market Adjustment
5072,1651,2024-06-03,1119907,1234473.49,10.23,Market Adjustment
5073,1354,2025-12-13,1564573,1768280.4,13.02,Annual Increment
5074,478,2024-04-10,356068,393811.21,10.6,Performance Bonus
5075,2731,2025-01-23,1230122,1292981.23,5.11,Market Adjustment
5076,153,2024-04-01,291204,337010.39,15.73,Market Adjustment
5077,2399,2024-01-28,744827,836068.31,12.25,Salary Revision
5078,279,2024-09-23,1749259,1969140.86,12.57,Market Adjustment
5079,2352,2024-06-28,256347,277777.61,8.36,Annual Increment
5080,1298,2024-07-13,610963,633690.82,3.72,Salary Revision
5081,2494,2025-04-10,1302426,1349834.31,3.64,Salary Revision
5082,1220,2025-02-15,1605985,1880769.03,17.11,Performance Bonus
5083,1618,2024-01-11,1521102,1703634.24,12.0,Performance Bonus
5084,2617,2024-05-29,719092,819908.7,14.02,Promotion
5085,1898,2024-05-06,1487984,1643627.13,10.46,Annual Increment
5086,1699,2025-02-18,1051576,1190909.82,13.25,Market Adjustment
5087,419,2024-06-06,1111692,1316688.0,18.44,Annual Increment
5088,609,2025-09-15,703579,782661.28,11.24,Annual Increment
5089,1987,2024-05-28,1256406,1416095.2,12.71,Promotion
5090,956,2025-05-11,615314,713518.11,15.96,Performance Bonus
5091,750,2024-04-28,692363,799886.97,15.53,Salary Revision
5092,2744,2024-02-17,1489364,1684768.56,13.12,Salary Revision
5093,2329,2024-07-04,488946,586392.94,19.93,Performance Bonus
5094,61,2025-03-04,390499,449464.35,15.1,Market Adjustment
5095,677,2024-12-27,1153425,1354351.64,17.42,Promotion
5096,108,2025-08-07,699508,776034.18,10.94,Salary Revision
5097,1888,2024-10-10,1383616,1623673.38,17.35,Annual Increment
5098,365,2024-12-16,1111388,1155065.55,3.93,Promotion
5099,2707,2025-03-26,1645356,1879161.09,14.21,Market Adjustment
5100,390,2024-01-23,1394515,1660030.66,19.04,Annual Increment
5101,964,2025-08-09,1024639,1174543.69,14.63,Salary Revision
5102,2342,2025-12-10,1325745,1499682.74,13.12,Salary Revision
5103,1838,2024-08-15,557454,659245.1,18.26,Annual Increment
5104,1821,2024-09-19,297003,342830.56,15.43,Salary Revision
5105,2063,2024-04-19,1562734,1765733.15,12.99,Market Adjustment
5106,2710,2024-08-01,1315809,1362125.48,3.52,Annual Increment
5107,2239,2025-09-15,1086767,1284558.59,18.2,Market Adjustment
5108,2192,2025-11-07,539911,570847.9,5.73,Annual Increment
5109,1849,2024-11-10,996692,1114999.34,11.87,Promotion
5110,2340,2024-06-30,1173488,1402670.21,19.53,Market Adjustment
5111,1793,2024-09-26,274188,307529.26,12.16,Annual Increment
5112,106,2024-04-26,794212,890947.02,12.18,Performance Bonus
5113,1943,2024-03-12,921504,1023330.19,11.05,Annual Increment
5114,737,2024-04-08,646182,707310.82,9.46,Annual Increment
5115,1227,2025-09-14,1499232,1646906.35,9.85,Annual Increment
5116,647,2025-04-07,1321431,1561270.73,18.15,Salary Revision
5117,1108,2024-02-16,596762,675534.58,13.2,Performance Bonus
5118,2293,2024-02-11,1308404,1381151.26,5.56,Performance Bonus
5119,2370,2024-01-03,1655670,1967101.53,18.81,Performance Bonus
5120,2723,2025-02-23,1582506,1643432.48,3.85,Annual Increment
5121,2412,2025-03-11,993736,1062303.78,6.9,Annual Increment
5122,1060,2024-09-01,435465,507011.9,16.43,Performance Bonus
5123,461,2024-07-30,993671,1095621.64,10.26,Performance Bonus
5124,2261,2024-02-28,1597056,1712363.44,7.22,Performance Bonus
5125,1164,2025-11-04,1663884,1966544.5,18.19,Salary Revision
5126,2287,2024-01-19,720036,782463.12,8.67,Performance Bonus
5127,1451,2024-09-23,474413,551457.67,16.24,Performance Bonus
5128,2380,2025-06-21,1631249,1865985.73,14.39,Performance Bonus
5129,745,2025-09-24,864150,984094.02,13.88,Salary Revision
5130,1728,2025-08-26,1722223,1961095.33,13.87,Salary Revision
5131,1542,2024-11-18,1054741,1184474.14,12.3,Market Adjustment
5132,2506,2025-03-09,1150324,1189895.15,3.44,Performance Bonus
5133,2096,2024-12-14,905137,955643.64,5.58,Performance Bonus
5134,48,2025-08-24,570757,642272.85,12.53,Annual Increment
5135,1581,2025-03-30,548507,579881.6,5.72,Market Adjustment
5136,2376,2025-04-29,759939,889356.61,17.03,Performance Bonus
5137,1128,2024-09-12,1387955,1558534.67,12.29,Annual Increment
5138,2059,2024-11-10,1453493,1734307.85,19.32,Promotion
5139,1090,2024-02-23,1371183,1505558.93,9.8,Salary Revision
5140,934,2025-04-27,1537819,1594718.3,3.7,Performance Bonus
5141,564,2025-03-23,792180,869179.9,9.72,Promotion
5142,2160,2024-10-27,1183598,1340188.02,13.23,Annual Increment
5143,1741,2025-11-12,296252,336542.27,13.6,Annual Increment
5144,366,2025-10-28,878935,916377.63,4.26,Annual Increment
5145,2403,2024-07-24,1769954,1897744.68,7.22,Salary Revision
5146,2622,2024-03-25,592349,710700.33,19.98,Promotion
5147,2928,2024-02-14,1104336,1157785.86,4.84,Promotion
5148,1947,2025-01-27,1759350,1934053.45,9.93,Annual Increment
5149,1400,2025-12-03,641287,767492.28,19.68,Annual Increment
5150,1043,2025-12-22,923642,1038727.79,12.46,Annual Increment
5151,1641,2024-05-13,947199,1101213.56,16.26,Annual Increment
5152,679,2024-01-30,1005637,1190774.77,18.41,Market Adjustment
5153,1238,2025-08-09,1289331,1359728.47,5.46,Annual Increment
5154,2525,2025-10-01,454181,500916.22,10.29,Annual Increment
5155,792,2024-01-21,1711745,1847315.2,7.92,Annual Increment
5156,2324,2025-11-25,1123234,1233760.23,9.84,Annual Increment
5157,1926,2024-12-30,1265524,1496355.58,18.24,Annual Increment
5158,2113,2024-04-14,515871,592735.78,14.9,Salary Revision
5159,2205,2024-03-12,1452160,1681601.28,15.8,Annual Increment
5160,2240,2024-11-11,1384646,1651328.82,19.26,Annual Increment
5161,1642,2024-09-14,1218307,1427490.31,17.17,Promotion
5162,397,2025-08-05,819373,855015.73,4.35,Market Adjustment
5163,1695,2024-10-13,1334168,1566446.65,17.41,Annual Increment
5164,928,2025-07-19,934611,1061531.17,13.58,Performance Bonus
5165,2567,2024-08-10,1039644,1238216.0,19.1,Salary Revision
5166,1730,2025-02-09,1542827,1762988.41,14.27,Salary Revision
5167,1020,2025-01-01,1715659,2051585.03,19.58,Performance Bonus
5168,2853,2025-04-11,1547183,1738105.38,12.34,Market Adjustment
5169,2076,2024-10-20,1049355,1181993.47,12.64,Annual Increment
5170,1341,2024-01-03,963629,1088900.77,13.0,Market Adjustment
5171,2703,2025-03-16,353390,370635.43,4.88,Salary Revision
5172,553,2024-10-27,1764943,1997562.49,13.18,Promotion
5173,240,2025-01-16,1691692,1967099.46,16.28,Market Adjustment
5174,1010,2025-12-07,1711695,2033322.49,18.79,Annual Increment
5175,1439,2025-10-09,487792,508279.26,4.2,Annual Increment
5176,1731,2024-09-13,1681864,1940534.68,15.38,Promotion
5177,2442,2024-09-02,1377884,1595589.67,15.8,Salary Revision
5178,1618,2024-09-12,684407,753942.75,10.16,Promotion
5179,1683,2024-12-14,1737628,1981069.68,14.01,Annual Increment
5180,2109,2025-02-23,1464814,1573503.2,7.42,Market Adjustment
5181,2456,2024-05-19,367044,401692.95,9.44,Annual Increment
5182,202,2024-10-24,301953,341508.84,13.1,Salary Revision
5183,1234,2024-01-07,534975,578200.98,8.08,Salary Revision
5184,1025,2024-05-14,625238,648997.04,3.8,Performance Bonus
5185,1537,2025-09-20,1681114,1978839.29,17.71,Salary Revision
5186,2513,2024-03-11,1162068,1282109.62,10.33,Performance Bonus
5187,205,2025-06-05,935505,1089114.92,16.42,Market Adjustment
5188,663,2024-03-29,280104,327553.62,16.94,Market Adjustment
5189,1290,2024-07-14,1138334,1339932.95,17.71,Performance Bonus
5190,1815,2025-04-15,962857,1079747.84,12.14,Annual Increment
5191,2340,2024-04-28,1195021,1389809.42,16.3,Market Adjustment
5192,1307,2025-06-08,712909,757608.39,6.27,Salary Revision
5193,2493,2025-02-02,310589,342362.25,10.23,Promotion
5194,1514,2025-05-25,791250,922439.25,16.58,Performance Bonus
5195,536,2025-10-18,1578615,1675384.1,6.13,Performance Bonus
5196,1379,2025-03-25,1719261,1855426.47,7.92,Annual Increment
5197,1625,2024-06-23,1576708,1713566.25,8.68,Salary Revision
5198,1422,2024-09-26,730042,866778.87,18.73,Annual Increment
5199,2846,2024-01-15,1666138,1836583.92,10.23,Promotion
5200,486,2025-12-29,616808,651287.57,5.59,Promotion
5201,1852,2025-09-26,1147962,1370551.83,19.39,Performance Bonus
5202,2843,2025-08-22,1627082,1807037.27,11.06,Performance Bonus
5203,551,2024-06-23,912711,1035288.09,13.43,Performance Bonus
5204,114,2025-10-24,467383,487667.42,4.34,Market Adjustment
5205,2905,2024-01-15,459536,480536.8,4.57,Salary Revision
5206,1029,2024-05-25,1368639,1595148.75,16.55,Performance Bonus
5207,246,2025-10-10,262833,304702.3,15.93,Salary Revision
5208,62,2024-02-02,477221,530049.36,11.07,Salary Revision
5209,1623,2025-02-28,1259150,1449155.74,15.09,Salary Revision
5210,524,2025-07-03,660798,778882.6,17.87,Promotion
5211,2367,2025-04-22,1498905,1768707.9,18.0,Market Adjustment
5212,1819,2024-05-01,278563,331016.41,18.83,Market Adjustment
5213,1828,2025-04-11,532926,638978.27,19.9,Performance Bonus
5214,1078,2024-05-08,594163,676513.99,13.86,Performance Bonus
5215,312,2025-09-25,558857,645032.75,15.42,Promotion
5216,220,2025-11-22,677590,758833.04,11.99,Promotion
5217,1961,2025-05-01,967541,1034107.82,6.88,Market Adjustment
5218,2853,2024-04-19,1484681,1713321.87,15.4,Salary Revision
5219,197,2025-01-04,1217215,1368393.1,12.42,Promotion
5220,1510,2025-12-20,805172,959120.89,19.12,Promotion
5221,1269,2024-06-22,518260,544691.26,5.1,Salary Revision
5222,2846,2025-02-18,737715,822994.85,11.56,Market Adjustment
5223,1483,2025-05-21,812780,843665.64,3.8,Performance Bonus
5224,1043,2025-06-27,890686,1016272.73,14.1,Market Adjustment
5225,2672,2025-03-15,1229839,1337572.9,8.76,Promotion
5226,807,2024-09-30,410859,430950.01,4.89,Promotion
5227,632,2024-05-25,1745112,2089597.11,19.74,Market Adjustment
5228,2201,2024-02-12,1539280,1785718.73,16.01,Performance Bonus
5229,2795,2025-03-21,1551891,1791968.54,15.47,Annual Increment
5230,1847,2024-07-30,1169367,1383595.03,18.32,Performance Bonus
5231,845,2025-02-23,759390,867982.77,14.3,Promotion
5232,2005,2024-07-15,605930,627258.74,3.52,Salary Revision
5233,2208,2024-04-27,1045883,1199104.86,14.65,Annual Increment
5234,1945,2025-09-27,991616,1141746.66,15.14,Salary Revision
5235,249,2024-09-15,391078,443130.48,13.31,Performance Bonus
5236,1012,2025-04-26,337456,362191.52,7.33,Promotion
5237,136,2025-10-04,1060786,1202400.93,13.35,Promotion
5238,1332,2025-03-04,1758243,1973979.42,12.27,Promotion
5239,1093,2024-08-20,1558893,1842455.64,18.19,Market Adjustment
5240,941,2025-06-25,890855,919362.36,3.2,Annual Increment
5241,2109,2025-03-25,394962,454838.24,15.16,Performance Bonus
5242,1805,2025-03-25,1244407,1388633.77,11.59,Salary Revision
5243,275,2025-08-27,1141257,1242486.5,8.87,Promotion
5244,1143,2024-01-31,782891,840198.62,7.32,Market Adjustment
5245,1072,2024-05-29,799218,881297.69,10.27,Salary Revision
5246,862,2025-06-16,1372144,1618306.63,17.94,Annual Increment
5247,1947,2025-11-28,1514094,1718950.92,13.53,Performance Bonus
5248,2886,2024-04-12,1408615,1476510.24,4.82,Market Adjustment
5249,987,2024-08-30,1599830,1809887.68,13.13,Promotion
5250,2199,2024-10-03,1207335,1440712.86,19.33,Salary Revision
5251,2708,2024-07-24,785731,926062.56,17.86,Performance Bonus
5252,2549,2025-04-05,1440969,1626133.52,12.85,Salary Revision
5253,2162,2024-08-05,1328968,1544260.82,16.2,Salary Revision
5254,250,2025-05-30,891885,1069191.74,19.88,Market Adjustment
5255,1972,2024-12-05,1463779,1682613.96,14.95,Performance Bonus
5256,429,2025-03-31,825124,967705.43,17.28,Promotion
5257,1040,2025-06-01,1040295,1112595.5,6.95,Annual Increment
5258,2986,2024-05-16,1504552,1687956.89,12.19,Performance Bonus
5259,2911,2024-12-09,779810,826442.64,5.98,Promotion
5260,835,2024-09-04,1417583,1616469.89,14.03,Salary Revision
5261,1842,2025-05-20,591278,661403.57,11.86,Promotion
5262,2327,2025-09-07,466433,492413.32,5.57,Annual Increment
5263,2647,2025-12-11,1633136,1834664.98,12.34,Annual Increment
5264,1606,2025-08-02,579496,689832.04,19.04,Salary Revision
5265,861,2024-03-24,611554,683656.22,11.79,Salary Revision
5266,203,2024-03-30,1742523,1966088.7,12.83,Promotion
5267,688,2024-07-16,555566,583677.64,5.06,Annual Increment
5268,62,2025-07-25,638212,682312.45,6.91,Annual Increment
5269,67,2024-02-06,382185,438595.51,14.76,Performance Bonus
5270,1890,2024-08-16,1160102,1269731.64,9.45,Annual Increment
5271,123,2024-11-16,1315192,1542720.22,17.3,Salary Revision
5272,2751,2024-09-30,1420438,1685065.6,18.63,Performance Bonus
5273,2929,2024-12-19,1059991,1113732.54,5.07,Salary Revision
5274,343,2025-10-06,869649,923741.17,6.22,Performance Bonus
5275,381,2025-04-03,855581,890232.03,4.05,Promotion
5276,2266,2024-03-20,856838,1017837.86,18.79,Promotion
5277,2627,2024-09-02,428367,484140.38,13.02,Annual Increment
5278,1977,2025-04-20,829576,913860.92,10.16,Salary Revision
5279,2628,2024-05-08,539936,574005.96,6.31,Market Adjustment
5280,1674,2024-02-08,1484596,1609005.14,8.38,Annual Increment
5281,143,2025-09-10,257654,274092.33,6.38,Annual Increment
5282,1873,2025-10-21,1097831,1301698.22,18.57,Annual Increment
5283,1516,2025-02-01,834995,993978.05,19.04,Salary Revision
5284,1554,2024-11-21,1167577,1368166.73,17.18,Market Adjustment
5285,81,2024-09-28,1695004,1759075.15,3.78,Performance Bonus
5286,2738,2025-12-05,1067750,1176446.95,10.18,Annual Increment
5287,303,2025-05-31,277350,328326.93,18.38,Performance Bonus
5288,1520,2024-01-19,877238,1032947.74,17.75,Annual Increment
5289,2884,2025-04-05,721430,864128.85,19.78,Annual Increment
5290,1831,2024-01-26,1385930,1503872.64,8.51,Performance Bonus
5291,2516,2025-08-11,1490426,1603251.25,7.57,Salary Revision
5292,1923,2025-05-30,337991,378178.13,11.89,Annual Increment
5293,1505,2024-07-23,1427965,1655297.03,15.92,Performance Bonus
5294,1720,2024-06-28,1399731,1489873.68,6.44,Salary Revision
5295,577,2024-05-29,1042557,1168497.89,12.08,Salary Revision
5296,2313,2024-05-25,1554072,1707769.72,9.89,Performance Bonus
5297,2486,2024-01-10,1212830,1411006.42,16.34,Salary Revision
5298,959,2025-01-23,1382327,1525674.31,10.37,Salary Revision
5299,2131,2025-08-05,1582276,1781959.23,12.62,Performance Bonus
5300,2168,2024-11-03,1680526,1919664.85,14.23,Performance Bonus
5301,2517,2025-12-28,402353,439329.24,9.19,Market Adjustment
5302,2423,2025-01-29,1149162,1218916.13,6.07,Performance Bonus
5303,318,2025-01-19,1444012,1598954.49,10.73,Performance Bonus
5304,96,2024-07-26,1703773,1927137.64,13.11,Promotion
5305,92,2024-09-24,432400,455144.24,5.26,Market Adjustment
5306,1862,2024-01-24,1573428,1760193.9,11.87,Salary Revision
5307,766,2025-05-26,1047212,1081246.39,3.25,Annual Increment
5308,2267,2024-04-04,262256,304059.61,15.94,Salary Revision
5309,1510,2024-07-07,541923,644834.18,18.99,Performance Bonus
5310,1480,2024-11-22,953834,1065241.81,11.68,Annual Increment
5311,1887,2025-05-13,1270595,1407438.08,10.77,Annual Increment
5312,2749,2025-06-26,539343,600288.76,11.3,Performance Bonus
5313,2467,2024-04-09,637717,741856.19,16.33,Annual Increment
5314,2220,2024-03-31,1661329,1936278.95,16.55,Salary Revision
5315,593,2025-11-24,837896,876104.06,4.56,Salary Revision
5316,1650,2024-04-12,538926,595028.2,10.41,Promotion
5317,667,2024-09-23,545516,617796.87,13.25,Performance Bonus
5318,1370,2024-07-05,1324217,1496232.79,12.99,Performance Bonus
5319,219,2025-04-13,1732965,2044725.4,17.99,Market Adjustment
5320,2954,2024-10-17,1783880,1948532.12,9.23,Promotion
5321,432,2024-12-13,1410882,1536309.41,8.89,Market Adjustment
5322,1528,2024-04-01,1269439,1487401.68,17.17,Annual Increment
5323,1307,2024-03-18,1162507,1351414.39,16.25,Promotion
5324,12,2025-05-10,1462107,1541206.99,5.41,Market Adjustment
5325,2036,2025-04-05,250127,287846.15,15.08,Annual Increment
5326,204,2024-05-30,382895,435543.06,13.75,Promotion
5327,2885,2025-09-26,967584,1064052.12,9.97,Annual Increment
5328,1882,2024-10-06,610032,650233.11,6.59,Promotion
5329,1141,2025-06-22,1235667,1481070.47,19.86,Salary Revision
5330,668,2024-11-08,1424384,1615109.02,13.39,Market Adjustment
5331,21,2025-11-06,372496,389295.57,4.51,Salary Revision
5332,2671,2025-11-25,1333619,1415103.12,6.11,Market Adjustment
5333,2938,2024-02-10,1199221,1284245.77,7.09,Promotion
5334,1720,2025-01-04,402018,440692.13,9.62,Salary Revision
5335,1529,2025-09-21,263100,292514.58,11.18,Annual Increment
5336,1440,2025-10-19,1429560,1628411.8,13.91,Annual Increment
5337,375,2025-02-24,493623,556609.29,12.76,Annual Increment
5338,2501,2024-02-23,623293,731434.34,17.35,Annual Increment
5339,2691,2025-04-21,430719,466684.04,8.35,Performance Bonus
5340,332,2025-06-20,341476,394916.99,15.65,Promotion
5341,1805,2025-03-01,361652,422952.01,16.95,Promotion
5342,818,2024-12-30,341960,354133.78,3.56,Annual Increment
5343,1763,2024-05-24,1494971,1619651.58,8.34,Annual Increment
5344,19,2024-04-25,1264742,1357827.01,7.36,Annual Increment
5345,2066,2024-11-29,1453770,1691461.4,16.35,Salary Revision
5346,2914,2024-12-08,936248,1075655.33,14.89,Promotion
5347,2646,2024-07-29,545382,635697.26,16.56,Salary Revision
5348,1919,2025-07-11,1116552,1262597.0,13.08,Salary Revision
5349,874,2024-12-21,1114288,1213013.92,8.86,Salary Revision
5350,1054,2024-02-23,835165,996017.78,19.26,Annual Increment
5351,1694,2024-02-13,1786588,1866984.46,4.5,Salary Revision
5352,2954,2025-02-21,1329342,1578460.69,18.74,Performance Bonus
5353,829,2025-06-16,901909,1053339.52,16.79,Annual Increment
5354,874,2024-12-08,1771175,2057219.76,16.15,Annual Increment
5355,1057,2025-03-17,946862,982558.7,3.77,Market Adjustment
5356,2300,2025-11-21,1642483,1862247.23,13.38,Promotion
5357,2805,2024-11-15,634147,660590.93,4.17,Market Adjustment
5358,874,2025-05-18,1777506,1939614.55,9.12,Market Adjustment
5359,2147,2025-11-28,757419,823617.42,8.74,Promotion
5360,1724,2024-11-15,1361364,1416226.97,4.03,Market Adjustment
5361,2236,2024-04-23,1163145,1205716.11,3.66,Performance Bonus
5362,1835,2024-09-16,656336,741659.68,13.0,Promotion
5363,2940,2025-01-31,777163,918218.08,18.15,Salary Revision
5364,2062,2025-03-10,659431,740541.01,12.3,Promotion
5365,1303,2024-07-26,727839,796983.7,9.5,Market Adjustment
5366,1663,2024-05-03,539196,604870.07,12.18,Market Adjustment
5367,1369,2024-11-24,361302,399491.62,10.57,Performance Bonus
5368,1134,2025-08-25,1727837,1794358.72,3.85,Market Adjustment
5369,1840,2024-08-01,1549971,1684818.48,8.7,Annual Increment
5370,1492,2024-10-13,1082707,1144529.57,5.71,Salary Revision
5371,749,2025-02-11,1779214,2082036.22,17.02,Salary Revision
5372,140,2025-09-27,1384228,1646262.36,18.93,Market Adjustment
5373,439,2025-05-27,339139,377766.93,11.39,Market Adjustment
5374,2993,2024-09-21,307789,351864.38,14.32,Salary Revision
5375,417,2024-09-11,739833,774605.15,4.7,Annual Increment
5376,411,2025-09-12,1220351,1418536.0,16.24,Performance Bonus
5377,389,2025-03-22,1510445,1809059.98,19.77,Annual Increment
5378,583,2024-06-18,938985,1095701.6,16.69,Performance Bonus
5379,2794,2025-05-23,1065928,1107712.38,3.92,Promotion
5380,689,2024-10-15,1579271,1632966.21,3.4,Salary Revision
5381,1520,2025-03-20,740330,802221.59,8.36,Market Adjustment
5382,2862,2025-09-21,424394,486355.52,14.6,Annual Increment
5383,339,2025-10-13,1648509,1735879.98,5.3,Performance Bonus
5384,1286,2024-02-10,1436757,1567070.86,9.07,Annual Increment
5385,44,2025-05-13,581158,683558.04,17.62,Annual Increment
5386,324,2024-03-29,920055,965045.69,4.89,Promotion
5387,2947,2025-11-09,633973,750687.43,18.41,Market Adjustment
5388,2682,2025-11-21,1689454,1937296.9,14.67,Market Adjustment
5389,1803,2025-11-11,1578999,1865429.42,18.14,Market Adjustment
5390,132,2024-07-04,1168681,1259838.12,7.8,Performance Bonus
5391,410,2025-11-17,1178917,1355400.87,14.97,Promotion
5392,1900,2025-05-12,1497722,1682840.44,12.36,Market Adjustment
5393,2902,2025-09-24,1487083,1702115.2,14.46,Annual Increment
5394,945,2024-07-23,1647598,1907424.2,15.77,Annual Increment
5395,198,2025-12-28,270390,323656.83,19.7,Market Adjustment
5396,2776,2024-06-20,1554513,1658354.47,6.68,Market Adjustment
5397,2955,2025-06-09,275595,293398.44,6.46,Salary Revision
5398,486,2024-06-04,256300,276086.36,7.72,Promotion
5399,129,2025-09-14,699866,771812.22,10.28,Salary Revision
5400,2506,2024-08-28,1715342,2050348.29,19.53,Market Adjustment
5401,264,2024-04-28,401013,450056.89,12.23,Salary Revision
5402,385,2025-05-25,714270,855981.17,19.84,Market Adjustment
5403,2521,2025-07-28,1543102,1823329.32,18.16,Salary Revision
5404,1472,2025-08-03,975841,1131194.89,15.92,Promotion
5405,1532,2025-10-25,1688698,1902149.43,12.64,Promotion
5406,188,2025-11-03,1007797,1104444.73,9.59,Annual Increment
5407,243,2024-06-10,1104709,1318801.6,19.38,Salary Revision
5408,2366,2024-05-15,277364,316056.28,13.95,Performance Bonus
5409,2340,2025-05-19,1148573,1367146.44,19.03,Salary Revision
5410,241,2025-11-11,404534,454251.23,12.29,Performance Bonus
5411,1956,2025-06-08,801064,831103.9,3.75,Promotion
5412,1962,2025-10-01,1300576,1398639.43,7.54,Promotion
5413,2936,2025-01-30,706768,807553.12,14.26,Salary Revision
5414,1184,2024-03-24,893315,1008373.97,12.88,Market Adjustment
5415,922,2025-10-31,293015,301951.96,3.05,Performance Bonus
5416,1878,2025-09-24,1040577,1206028.74,15.9,Promotion
5417,1369,2024-05-31,938058,967513.02,3.14,Promotion
5418,2593,2025-03-07,979680,1147009.34,17.08,Annual Increment
5419,2021,2024-06-22,695679,833075.6,19.75,Market Adjustment
5420,1045,2024-05-26,522646,618185.69,18.28,Promotion
5421,1171,2024-06-10,471811,522813.77,10.81,Market Adjustment
5422,753,2024-11-25,1470779,1530198.47,4.04,Promotion
5423,2710,2024-05-28,1451001,1667780.55,14.94,Promotion
5424,897,2024-08-27,714146,772920.22,8.23,Annual Increment
5425,286,2024-07-08,281946,325732.21,15.53,Annual Increment
5426,2341,2024-07-05,333537,379998.7,13.93,Performance Bonus
5427,2773,2024-03-26,347297,378727.38,9.05,Annual Increment
5428,2610,2024-08-29,1384588,1556969.21,12.45,Performance Bonus
5429,2091,2024-09-28,781160,836856.71,7.13,Promotion
5430,478,2024-07-03,435359,476848.71,9.53,Performance Bonus
5431,901,2025-02-27,535382,607551.49,13.48,Annual Increment
5432,1154,2025-01-25,1672578,1817925.03,8.69,Performance Bonus
5433,1369,2024-12-28,1429800,1607953.08,12.46,Salary Revision
5434,1848,2025-05-07,927962,1091004.92,17.57,Promotion
5435,360,2024-04-22,608596,688261.22,13.09,Salary Revision
5436,1735,2025-11-22,903650,956513.53,5.85,Annual Increment
5437,946,2025-12-10,753881,830173.76,10.12,Promotion
5438,35,2025-04-25,1705874,1797991.2,5.4,Market Adjustment
5439,1449,2024-05-14,1341904,1424699.48,6.17,Market Adjustment
5440,1893,2025-05-08,1221751,1443254.46,18.13,Salary Revision
5441,517,2025-05-19,252301,298774.84,18.42,Annual Increment
5442,373,2024-01-02,971949,1140193.37,17.31,Promotion
5443,2924,2024-08-10,1404966,1448519.95,3.1,Promotion
5444,1768,2024-06-20,1718895,2050297.96,19.28,Annual Increment
5445,2651,2024-11-18,1525056,1758847.08,15.33,Promotion
5446,277,2025-09-12,989396,1171642.74,18.42,Salary Revision
5447,510,2024-05-04,1345245,1516629.21,12.74,Performance Bonus
5448,2961,2024-12-19,258967,296957.46,14.67,Salary Revision
