leave_id,employee_id,leave_type,start_date,end_date,total_leave_days,leave_reason,approval_status,approved_by
6886,2794,Unpaid Leave,2024-01-24,2024-01-24,1,Marriage,Approved,Nilima Palan
6887,357,Unpaid Leave,2025-10-22,2025-10-24,3,Child Care,Pending,
6888,1291,Sick Leave,2024-09-05,2024-09-07,3,Religious Festival,Approved,Dakshesh Tailor
6889,2845,Paternity Leave,2025-03-05,2025-03-10,6,Personal Work,Approved,Yachana Kapoor
6890,2553,Emergency Leave,2025-03-12,2025-03-14,3,Vacation,Approved,Krishna Kadakia
6891,772,Sick Leave,2024-02-21,2024-02-23,3,Higher Education,Approved,Ayaan Sidhu
6892,1996,Annual Leave,2025-08-15,2025-08-19,5,Religious Festival,Approved,Aishani Vora
6893,137,Maternity Leave,2025-10-21,2025-10-24,4,Religious Festival,Approved,Vinaya Saxena
6894,1508,Casual Leave,2025-08-14,2025-08-21,8,Vacation,Rejected,
6895,610,Annual Leave,2024-03-17,2024-03-17,1,Higher Education,Approved,Harinakshi Nazareth
6896,1031,Annual Leave,2024-05-27,2024-05-30,4,Personal Work,Approved,Jagvi Warrior
6897,1088,Unpaid Leave,2025-04-24,2025-04-29,6,Higher Education,Approved,Amrita Bhakta
6898,1605,Annual Leave,2024-10-13,2024-10-15,3,Marriage,Approved,Indira Buch
6899,2715,Maternity Leave,2025-08-14,2025-08-15,2,Family Emergency,Pending,
6900,1957,Paternity Leave,2024-08-04,2024-08-04,1,Religious Festival,Approved,Januja Mander
6901,122,Emergency Leave,2025-10-27,2025-11-02,7,Family Emergency,Approved,Tejas Bail
6902,692,Unpaid Leave,2024-05-27,2024-05-29,3,Marriage,Pending,
6903,2688,Paternity Leave,2024-01-10,2024-01-10,1,Personal Work,Approved,Rajeshri Upadhyay
6904,1161,Emergency Leave,2025-07-23,2025-07-31,9,Marriage,Approved,Jagrati Chahal
6905,2750,Annual Leave,2025-11-01,2025-11-05,5,Religious Festival,Approved,Owen Oak
6906,1394,Maternity Leave,2025-04-19,2025-04-24,6,Child Care,Approved,Yashvi Tailor
6907,870,Paternity Leave,2024-02-15,2024-02-20,6,Higher Education,Approved,Suhani Rastogi
6908,2042,Emergency Leave,2025-05-28,2025-06-05,9,Personal Work,Approved,Abhiram Suresh
6909,887,Sick Leave,2024-01-04,2024-01-06,3,Marriage,Approved,Zaitra Baria
6910,2362,Paternity Leave,2024-11-04,2024-11-13,10,Child Care,Approved,Reyansh Vasa
6911,145,Annual Leave,2024-06-01,2024-06-09,9,Marriage,Approved,Shaurya Mannan
6912,1640,Maternity Leave,2024-03-25,2024-03-31,7,Family Emergency,Approved,Vincent Bajwa
6913,1738,Maternity Leave,2025-11-12,2025-11-12,1,Family Emergency,Approved,Veer Divan
6914,614,Annual Leave,2025-10-13,2025-10-22,10,Religious Festival,Approved,Bachittar Pandit
6915,2772,Annual Leave,2024-08-14,2024-08-20,7,Vacation,Approved,Sai Nagi
6916,1769,Paternity Leave,2025-05-21,2025-05-28,8,Medical Treatment,Approved,Michael Mutti
6917,1396,Paternity Leave,2024-09-26,2024-09-27,2,Vacation,Approved,Saumya Savant
6918,849,Maternity Leave,2025-01-02,2025-01-05,4,Vacation,Approved,Mekhala Shetty
6919,1873,Emergency Leave,2025-05-05,2025-05-14,10,Family Emergency,Approved,Girik Anand
6920,470,Emergency Leave,2025-12-13,2025-12-15,3,Marriage,Approved,Inaya Saran
6921,2810,Sick Leave,2024-04-12,2024-04-15,4,Medical Treatment,Approved,Udant Goswami
6922,2443,Sick Leave,2024-01-24,2024-02-02,10,Family Emergency,Pending,
6923,461,Annual Leave,2024-06-27,2024-07-02,6,Higher Education,Approved,Girik Nanda
6924,349,Sick Leave,2024-11-01,2024-11-03,3,Vacation,Pending,
6925,228,Maternity Leave,2025-06-27,2025-06-29,3,Marriage,Pending,
6926,2673,Emergency Leave,2024-12-15,2024-12-22,8,Family Emergency,Approved,Matthew Ramakrishnan
6927,1860,Unpaid Leave,2025-10-02,2025-10-02,1,Religious Festival,Approved,Gayathri Venkataraman
6928,2012,Paternity Leave,2024-10-01,2024-10-09,9,Higher Education,Approved,Nitesh Pandit
6929,683,Maternity Leave,2024-11-27,2024-11-29,3,Marriage,Approved,Harish Hans
6930,618,Sick Leave,2024-08-02,2024-08-10,9,Vacation,Approved,Chakradev Upadhyay
6931,325,Sick Leave,2025-03-14,2025-03-20,7,Vacation,Rejected,
6932,1193,Casual Leave,2024-01-08,2024-01-14,7,Religious Festival,Approved,Wridesh Joshi
6933,2062,Maternity Leave,2025-08-20,2025-08-25,6,Personal Work,Approved,Nandini Buch
6934,2012,Emergency Leave,2025-12-07,2025-12-07,1,Child Care,Approved,Aarini Kalla
6935,2837,Unpaid Leave,2025-12-09,2025-12-09,1,Personal Work,Approved,Leela Vala
6936,1803,Sick Leave,2025-12-21,2025-12-25,5,Religious Festival,Pending,
6937,725,Casual Leave,2025-02-05,2025-02-12,8,Higher Education,Approved,Arjun Bora
6938,2847,Casual Leave,2025-03-25,2025-04-01,8,Personal Work,Approved,Sudiksha Khatri
6939,58,Emergency Leave,2025-09-22,2025-09-22,1,Personal Work,Approved,Chatresh Wadhwa
6940,1707,Casual Leave,2025-05-18,2025-05-25,8,Vacation,Approved,Jairaj Hari
6941,1778,Annual Leave,2025-10-25,2025-10-27,3,Higher Education,Pending,
6942,628,Maternity Leave,2024-12-08,2024-12-12,5,Vacation,Approved,Janani Raja
6943,2453,Sick Leave,2024-05-01,2024-05-09,9,Family Emergency,Approved,Gunbir Bal
6944,1643,Paternity Leave,2025-01-20,2025-01-21,2,Child Care,Approved,Chaitanya Uppal
6945,1054,Annual Leave,2025-08-12,2025-08-19,8,Religious Festival,Approved,Faraj Sani
6946,803,Unpaid Leave,2024-04-19,2024-04-26,8,Child Care,Approved,David Sridhar
6947,137,Casual Leave,2024-10-17,2024-10-23,7,Child Care,Approved,Veer Gara
6948,2224,Maternity Leave,2024-09-24,2024-09-24,1,Medical Treatment,Approved,Ishwar Prashad
6949,2827,Unpaid Leave,2025-05-29,2025-06-04,7,Higher Education,Approved,Krishna Handa
6950,2365,Unpaid Leave,2024-02-26,2024-03-02,6,Family Emergency,Approved,Vanya Seth
6951,1910,Maternity Leave,2025-07-12,2025-07-20,9,Medical Treatment,Approved,Abhimanyu Ramaswamy
6952,714,Unpaid Leave,2024-06-04,2024-06-08,5,Religious Festival,Approved,Ubika Joshi
6953,976,Casual Leave,2025-06-26,2025-06-30,5,Child Care,Approved,Hema Agate
6954,74,Annual Leave,2024-04-15,2024-04-24,10,Personal Work,Approved,Yahvi Bajaj
6955,2279,Annual Leave,2024-06-05,2024-06-13,9,Medical Treatment,Approved,Mohini Bawa
6956,1931,Annual Leave,2024-03-31,2024-04-08,9,Child Care,Approved,Keya Kar
6957,1991,Unpaid Leave,2024-11-30,2024-12-01,2,Vacation,Approved,Udarsh Gera
6958,1965,Emergency Leave,2025-04-27,2025-04-28,2,Vacation,Approved,Banjeet Grewal
6959,1931,Unpaid Leave,2024-09-30,2024-10-04,5,Marriage,Approved,Faqid Issac
6960,922,Emergency Leave,2024-11-18,2024-11-26,9,Higher Education,Approved,Rudra Rattan
6961,2446,Emergency Leave,2025-05-16,2025-05-23,8,Personal Work,Approved,Anita Merchant
6962,1689,Annual Leave,2025-03-10,2025-03-10,1,Medical Treatment,Approved,Mohini Ratti
6963,376,Annual Leave,2024-09-15,2024-09-24,10,Vacation,Pending,
6964,2771,Emergency Leave,2025-03-12,2025-03-12,1,Higher Education,Approved,Lohit Doctor
6965,2275,Paternity Leave,2025-08-08,2025-08-13,6,Family Emergency,Approved,Chaaya Srinivasan
6966,49,Casual Leave,2024-03-03,2024-03-03,1,Personal Work,Approved,Balhaar Sha
6967,2316,Emergency Leave,2025-07-09,2025-07-11,3,Marriage,Approved,Upkaar Vala
6968,2881,Paternity Leave,2025-06-24,2025-07-03,10,Medical Treatment,Approved,Abhiram Pathak
6969,49,Paternity Leave,2025-01-26,2025-01-28,3,Higher Education,Approved,Veda Chowdhury
6970,1493,Maternity Leave,2025-01-04,2025-01-13,10,Higher Education,Approved,Jagdish Brahmbhatt
6971,2763,Paternity Leave,2025-09-12,2025-09-17,6,Child Care,Approved,Gopal Soni
6972,1317,Maternity Leave,2025-11-24,2025-12-01,8,Personal Work,Approved,Xalak Raval
6973,685,Casual Leave,2025-04-26,2025-04-28,3,Personal Work,Approved,Rushil Manne
6974,2741,Paternity Leave,2025-07-27,2025-07-29,3,Medical Treatment,Approved,Advay Bahl
6975,1657,Casual Leave,2024-09-22,2024-09-23,2,Marriage,Approved,Ishanvi Handa
6976,1806,Casual Leave,2025-01-20,2025-01-20,1,Religious Festival,Pending,
6977,381,Sick Leave,2025-12-21,2025-12-24,4,Marriage,Approved,Vrinda More
6978,1820,Unpaid Leave,2024-11-24,2024-11-30,7,Child Care,Approved,Champak Uppal
6979,2349,Unpaid Leave,2024-10-01,2024-10-10,10,Medical Treatment,Approved,Anthony Murty
6980,2770,Emergency Leave,2024-08-22,2024-08-22,1,Religious Festival,Approved,Shravya Sanghvi
6981,1407,Emergency Leave,2024-06-09,2024-06-10,2,Higher Education,Approved,Pooja Vaidya
6982,1234,Maternity Leave,2024-09-25,2024-09-25,1,Personal Work,Approved,Bhavani Vasa
6983,2521,Paternity Leave,2025-11-21,2025-11-27,7,Medical Treatment,Approved,Peter Swaminathan
6984,1127,Casual Leave,2025-07-11,2025-07-20,10,Vacation,Approved,Yatan Swamy
6985,867,Unpaid Leave,2024-01-04,2024-01-09,6,Family Emergency,Approved,Raagini Rana
6986,1161,Paternity Leave,2025-08-23,2025-08-23,1,Higher Education,Approved,Jonathan Narasimhan
6987,1047,Casual Leave,2025-12-24,2025-12-29,6,Child Care,Approved,Tanay Sen
6988,857,Sick Leave,2024-10-15,2024-10-19,5,Marriage,Approved,Viraj Tandon
6989,1300,Sick Leave,2024-03-14,2024-03-21,8,Medical Treatment,Approved,Kiaan Rege
6990,399,Annual Leave,2024-07-27,2024-07-28,2,Vacation,Approved,Dalaja Khanna
6991,2872,Maternity Leave,2025-11-19,2025-11-24,6,Medical Treatment,Approved,Mugdha Lad
6992,2189,Casual Leave,2024-01-31,2024-02-06,7,Religious Festival,Approved,Onveer Agate
6993,2444,Sick Leave,2025-10-18,2025-10-20,3,Religious Festival,Approved,Chameli Mangat
6994,2363,Emergency Leave,2025-01-08,2025-01-09,2,Marriage,Approved,Pushti Bir
6995,215,Unpaid Leave,2025-01-01,2025-01-08,8,Marriage,Approved,Ucchal Wason
6996,2666,Casual Leave,2025-02-22,2025-03-02,9,Vacation,Approved,Yashoda Kumer
6997,640,Sick Leave,2024-06-04,2024-06-10,7,Religious Festival,Approved,Raagini Basu
6998,2524,Emergency Leave,2025-04-09,2025-04-11,3,Religious Festival,Approved,Wriddhish Chandran
6999,1215,Maternity Leave,2025-03-15,2025-03-17,3,Higher Education,Approved,Kashvi Chhabra
7000,2245,Unpaid Leave,2025-01-25,2025-01-26,2,Family Emergency,Approved,Maanav Sarkar
7001,264,Unpaid Leave,2025-05-17,2025-05-21,5,Personal Work,Approved,Aadi Ben
7002,2494,Paternity Leave,2024-05-12,2024-05-20,9,Personal Work,Approved,Kabir Bumb
7003,1584,Annual Leave,2025-12-27,2025-12-31,5,Marriage,Approved,Jasmit Agrawal
7004,1867,Annual Leave,2025-06-19,2025-06-26,8,Personal Work,Approved,Oeshi Goel
7005,2795,Emergency Leave,2025-04-20,2025-04-22,3,Child Care,Approved,Kalpit Dutta
7006,322,Emergency Leave,2024-07-29,2024-07-31,3,Vacation,Approved,Adweta Shenoy
7007,1112,Casual Leave,2025-11-29,2025-12-01,3,Family Emergency,Approved,Kritika Oommen
7008,1736,Emergency Leave,2024-05-29,2024-06-04,7,Higher Education,Approved,Rushil Bandi
7009,2416,Maternity Leave,2025-08-22,2025-08-30,9,Higher Education,Approved,Qushi Krishnamurthy
7010,1355,Casual Leave,2025-01-30,2025-02-03,5,Personal Work,Approved,Hitesh Tak
7011,1852,Unpaid Leave,2024-02-08,2024-02-12,5,Marriage,Rejected,
7012,1138,Annual Leave,2025-02-04,2025-02-05,2,Family Emergency,Pending,
7013,2958,Maternity Leave,2024-12-16,2024-12-19,4,Vacation,Approved,Hamsini Tank
7014,2832,Casual Leave,2024-10-09,2024-10-18,10,Higher Education,Approved,Ishaan Uppal
7015,1364,Paternity Leave,2024-12-11,2024-12-12,2,Marriage,Rejected,
7016,1029,Emergency Leave,2024-09-13,2024-09-16,4,Vacation,Approved,Suhani Bera
7017,455,Sick Leave,2024-08-06,2024-08-10,5,Personal Work,Approved,Yatin Bains
7018,1207,Emergency Leave,2024-03-05,2024-03-14,10,Religious Festival,Approved,Devika Bora
7019,1668,Annual Leave,2025-06-22,2025-06-23,2,Child Care,Rejected,
7020,2271,Unpaid Leave,2025-05-27,2025-06-02,7,Family Emergency,Approved,Kala Saxena
7021,2873,Sick Leave,2024-07-12,2024-07-12,1,Higher Education,Rejected,
7022,116,Paternity Leave,2025-11-16,2025-11-22,7,Personal Work,Approved,Hemangini Wadhwa
7023,2124,Annual Leave,2025-02-21,2025-02-26,6,Medical Treatment,Rejected,
7024,1552,Annual Leave,2025-03-16,2025-03-18,3,Higher Education,Approved,Pranav Shroff
7025,2604,Casual Leave,2025-08-11,2025-08-14,4,Marriage,Approved,Ishaan Sangha
7026,1803,Paternity Leave,2024-08-23,2024-08-25,3,Higher Education,Approved,Jai Kuruvilla
7027,277,Maternity Leave,2024-07-30,2024-08-05,7,Family Emergency,Approved,Falguni Divan
7028,1165,Casual Leave,2025-05-13,2025-05-20,8,Religious Festival,Approved,Mahika Narayan
7029,1714,Sick Leave,2024-06-13,2024-06-14,2,Medical Treatment,Approved,Eiravati Dugar
7030,533,Paternity Leave,2025-02-01,2025-02-02,2,Vacation,Approved,Vinaya Patel
7031,2014,Maternity Leave,2025-08-08,2025-08-10,3,Higher Education,Approved,Sara Sarkar
7032,2211,Unpaid Leave,2025-05-23,2025-05-23,1,Child Care,Pending,
7033,318,Casual Leave,2025-05-05,2025-05-09,5,Religious Festival,Approved,Ucchal Lalla
7034,2104,Emergency Leave,2025-03-05,2025-03-11,7,Child Care,Approved,Bakhshi Swamy
7035,1336,Paternity Leave,2025-09-01,2025-09-05,5,Vacation,Approved,Netra Dugar
7036,677,Paternity Leave,2025-10-21,2025-10-29,9,Family Emergency,Approved,Ucchal Chakraborty
7037,1387,Sick Leave,2024-11-18,2024-11-19,2,Child Care,Pending,
7038,1773,Maternity Leave,2024-04-15,2024-04-15,1,Religious Festival,Pending,
7039,2513,Casual Leave,2024-02-07,2024-02-13,7,Personal Work,Approved,Turvi Sur
7040,720,Maternity Leave,2025-08-14,2025-08-22,9,Personal Work,Pending,
7041,1840,Annual Leave,2024-06-16,2024-06-21,6,Marriage,Approved,Chaman Nazareth
7042,325,Paternity Leave,2025-03-15,2025-03-18,4,Family Emergency,Approved,Unni Oza
7043,2527,Maternity Leave,2024-03-30,2024-04-07,9,Higher Education,Approved,Veer Munshi
7044,374,Unpaid Leave,2024-04-04,2024-04-06,3,Family Emergency,Approved,Qasim Mukherjee
7045,69,Sick Leave,2024-03-28,2024-04-03,7,Child Care,Pending,
7046,1201,Sick Leave,2025-08-17,2025-08-24,8,Higher Education,Pending,
7047,2233,Emergency Leave,2025-08-24,2025-08-26,3,Religious Festival,Approved,Yashvi Korpal
7048,763,Emergency Leave,2025-04-18,2025-04-20,3,Child Care,Approved,Laksh Biswas
7049,120,Paternity Leave,2024-10-30,2024-11-02,4,Higher Education,Approved,Balendra Khatri
7050,1839,Maternity Leave,2025-12-15,2025-12-18,4,Higher Education,Approved,Kai Vora
7051,328,Paternity Leave,2024-11-01,2024-11-01,1,Marriage,Approved,Dhruv Sarna
7052,909,Casual Leave,2024-03-24,2024-03-29,6,Religious Festival,Approved,Nidra Lad
7053,1968,Sick Leave,2024-10-05,2024-10-10,6,Family Emergency,Pending,
7054,791,Paternity Leave,2025-02-22,2025-02-24,3,Higher Education,Approved,Lajita Dey
7055,2047,Paternity Leave,2025-09-21,2025-09-21,1,Religious Festival,Approved,Deepa Agarwal
7056,873,Casual Leave,2024-10-13,2024-10-21,9,Higher Education,Approved,Anmol Halder
7057,895,Annual Leave,2025-03-22,2025-03-24,3,Marriage,Approved,Abdul Bhardwaj
7058,2606,Paternity Leave,2025-10-22,2025-10-24,3,Religious Festival,Approved,Upasna Gera
7059,1836,Annual Leave,2024-11-03,2024-11-07,5,Personal Work,Approved,Amara Madan
7060,172,Unpaid Leave,2024-01-30,2024-02-01,3,Religious Festival,Approved,Reva Dhingra
7061,1190,Emergency Leave,2024-07-15,2024-07-23,9,Marriage,Approved,Anvi Pal
7062,2371,Unpaid Leave,2025-06-22,2025-06-29,8,Higher Education,Pending,
7063,2660,Annual Leave,2024-07-07,2024-07-11,5,Child Care,Approved,Abhimanyu Chaudhuri
7064,1953,Maternity Leave,2024-11-18,2024-11-26,9,Medical Treatment,Approved,Samarth Dara
7065,1474,Unpaid Leave,2025-08-20,2025-08-29,10,Personal Work,Approved,Anirudh Chaudry
7066,1638,Unpaid Leave,2024-10-21,2024-10-28,8,Child Care,Approved,Barkha Deshmukh
7067,1407,Emergency Leave,2024-05-12,2024-05-21,10,Personal Work,Approved,Arunima Saxena
7068,2110,Paternity Leave,2024-03-30,2024-04-03,5,Child Care,Approved,Xalak Dave
7069,2046,Paternity Leave,2025-09-30,2025-10-03,4,Family Emergency,Approved,Shaurya Pandya
7070,2555,Unpaid Leave,2024-12-03,2024-12-04,2,Family Emergency,Rejected,
7071,1161,Maternity Leave,2024-12-22,2024-12-31,10,Higher Education,Approved,Hiral Edwin
7072,2825,Emergency Leave,2025-08-26,2025-08-26,1,Child Care,Approved,Nidra Goda
7073,663,Sick Leave,2025-01-28,2025-02-06,10,Religious Festival,Approved,Lipika Chaudry
7074,2387,Unpaid Leave,2024-12-05,2024-12-14,10,Personal Work,Approved,Keya Mallick
7075,654,Emergency Leave,2025-01-31,2025-02-04,5,Child Care,Approved,Unnati Bhandari
7076,99,Paternity Leave,2025-10-22,2025-10-30,9,Marriage,Approved,Bhanumati Murthy
7077,243,Annual Leave,2025-09-16,2025-09-18,3,Vacation,Pending,
7078,924,Unpaid Leave,2025-08-01,2025-08-04,4,Vacation,Approved,Waida Nagy
7079,2842,Annual Leave,2025-05-26,2025-05-29,4,Higher Education,Approved,Maya Rana
7080,374,Unpaid Leave,2024-01-10,2024-01-16,7,Marriage,Approved,Bakhshi Walia
7081,1015,Casual Leave,2024-10-31,2024-11-06,7,Vacation,Approved,Ekavir Comar
7082,1313,Maternity Leave,2025-12-01,2025-12-02,2,Vacation,Approved,Suhani Dara
7083,480,Casual Leave,2024-09-23,2024-09-26,4,Personal Work,Approved,Bishakha Vaidya
7084,810,Casual Leave,2025-11-26,2025-12-02,7,Family Emergency,Approved,Ishanvi Lala
7085,2605,Paternity Leave,2025-03-22,2025-03-29,8,Higher Education,Approved,Chaman Deshmukh
7086,291,Casual Leave,2025-08-14,2025-08-20,7,Child Care,Approved,Urvashi Tripathi
7087,2704,Maternity Leave,2025-08-07,2025-08-12,6,Personal Work,Approved,Xavier Lanka
7088,1448,Emergency Leave,2024-08-08,2024-08-13,6,Religious Festival,Approved,Joshua Nair
7089,1507,Annual Leave,2024-05-09,2024-05-14,6,Marriage,Approved,Rohan Acharya
7090,2820,Paternity Leave,2024-04-23,2024-04-29,7,Medical Treatment,Approved,Dominic Johal
7091,1815,Annual Leave,2024-07-14,2024-07-18,5,Personal Work,Approved,Brijesh Ramanathan
7092,305,Maternity Leave,2024-11-09,2024-11-12,4,Family Emergency,Approved,Tristan Parmer
7093,2825,Casual Leave,2025-02-12,2025-02-14,3,Religious Festival,Approved,Onveer Ray
7094,588,Unpaid Leave,2024-08-12,2024-08-12,1,Family Emergency,Pending,
7095,305,Emergency Leave,2024-02-23,2024-02-28,6,Medical Treatment,Approved,Harshil Balakrishnan
7096,2500,Paternity Leave,2025-01-08,2025-01-10,3,Religious Festival,Approved,Agastya Kala
7097,2013,Casual Leave,2024-06-06,2024-06-10,5,Vacation,Approved,Kamala Barad
7098,838,Annual Leave,2025-03-09,2025-03-11,3,Child Care,Approved,Yauvani Ramachandran
7099,2552,Casual Leave,2024-02-02,2024-02-09,8,Family Emergency,Approved,Riya Magar
7100,1230,Annual Leave,2025-07-25,2025-07-28,4,Religious Festival,Approved,Xavier Mallick
7101,2799,Unpaid Leave,2024-02-02,2024-02-05,4,Medical Treatment,Approved,Chasmum Sengupta
7102,691,Paternity Leave,2024-07-10,2024-07-14,5,Personal Work,Approved,Robert Devi
7103,40,Paternity Leave,2024-08-17,2024-08-19,3,Child Care,Approved,Shaurya Konda
7104,957,Casual Leave,2025-02-17,2025-02-17,1,Medical Treatment,Approved,Benjamin Verma
7105,722,Unpaid Leave,2024-03-23,2024-03-24,2,Vacation,Approved,Gautami Raval
7106,1482,Paternity Leave,2025-11-01,2025-11-03,3,Religious Festival,Approved,Gaurangi Sidhu
7107,2388,Maternity Leave,2024-07-19,2024-07-19,1,Personal Work,Approved,Mahika Ghosh
7108,1960,Maternity Leave,2024-07-18,2024-07-22,5,Marriage,Approved,Adya Gola
7109,631,Casual Leave,2025-12-27,2025-12-31,5,Medical Treatment,Approved,Brijesh Purohit
7110,2268,Maternity Leave,2025-02-21,2025-02-22,2,Medical Treatment,Pending,
7111,836,Unpaid Leave,2024-06-06,2024-06-10,5,Marriage,Approved,Girik Vasa
7112,1074,Unpaid Leave,2024-02-05,2024-02-13,9,Higher Education,Approved,Akshay Dube
7113,282,Sick Leave,2024-09-11,2024-09-14,4,Child Care,Approved,Omya Rana
7114,2835,Sick Leave,2024-02-09,2024-02-16,8,Child Care,Approved,Widisha Bhatti
7115,358,Sick Leave,2024-01-29,2024-02-05,8,Family Emergency,Approved,Kai Mander
7116,476,Unpaid Leave,2025-09-23,2025-09-24,2,Family Emergency,Approved,Chameli Murty
7117,2537,Annual Leave,2025-12-29,2026-01-01,4,Marriage,Approved,Timothy Kara
7118,162,Annual Leave,2025-10-10,2025-10-14,5,Personal Work,Approved,Ekbal Ramachandran
7119,2296,Annual Leave,2024-05-03,2024-05-05,3,Vacation,Approved,Siddharth Dave
7120,2278,Maternity Leave,2024-04-19,2024-04-27,9,Child Care,Approved,Anya Chaudhari
7121,2775,Emergency Leave,2025-02-17,2025-02-21,5,Family Emergency,Approved,Praneel Ganguly
7122,772,Annual Leave,2024-09-05,2024-09-14,10,Vacation,Approved,Falak Choudhary
7123,2102,Sick Leave,2024-04-19,2024-04-20,2,Marriage,Approved,Janaki Gara
7124,1315,Emergency Leave,2024-08-23,2024-08-31,9,Marriage,Approved,Chakradev Mani
7125,386,Emergency Leave,2025-04-13,2025-04-15,3,Child Care,Approved,Wishi Balasubramanian
7126,2565,Emergency Leave,2025-06-06,2025-06-13,8,Personal Work,Approved,Wahab Rout
7127,2915,Paternity Leave,2025-03-19,2025-03-20,2,Medical Treatment,Pending,
7128,47,Unpaid Leave,2024-11-12,2024-11-15,4,Medical Treatment,Approved,Atharv Parmar
7129,2533,Annual Leave,2024-09-09,2024-09-17,9,Higher Education,Approved,Yatin Dara
7130,1191,Annual Leave,2024-09-26,2024-10-01,6,Vacation,Approved,Janya Sankar
7131,459,Sick Leave,2024-08-25,2024-08-28,4,Vacation,Approved,Brinda Basak
7132,1020,Casual Leave,2025-02-14,2025-02-18,5,Child Care,Approved,Mahika Taneja
7133,114,Emergency Leave,2025-01-28,2025-01-29,2,Higher Education,Approved,Yamini Dhawan
7134,1601,Casual Leave,2025-04-28,2025-04-28,1,Higher Education,Approved,Ishaan Narain
7135,1859,Casual Leave,2024-12-08,2024-12-10,3,Higher Education,Approved,Ekiya Chand
7136,623,Sick Leave,2025-07-23,2025-07-24,2,Marriage,Approved,Ayaan Bir
7137,482,Emergency Leave,2024-10-12,2024-10-12,1,Higher Education,Approved,Saanvi Singhal
7138,2632,Maternity Leave,2024-05-09,2024-05-10,2,Vacation,Approved,Rachita Chhabra
7139,1293,Unpaid Leave,2024-09-20,2024-09-27,8,Vacation,Rejected,
7140,770,Unpaid Leave,2024-11-06,2024-11-15,10,Marriage,Approved,Oni Sami
7141,248,Emergency Leave,2025-11-09,2025-11-15,7,Vacation,Approved,Oscar Dar
7142,56,Casual Leave,2024-07-10,2024-07-19,10,Child Care,Approved,Advika Chaudhari
7143,2447,Unpaid Leave,2025-11-23,2025-11-29,7,Marriage,Approved,Caleb Grover
7144,2932,Sick Leave,2024-07-21,2024-07-24,4,Higher Education,Approved,Amara Chander
7145,243,Annual Leave,2024-05-27,2024-06-03,8,Religious Festival,Approved,George Loke
7146,2142,Unpaid Leave,2025-07-05,2025-07-05,1,Higher Education,Approved,Zayan Chandra
7147,270,Casual Leave,2025-08-16,2025-08-16,1,Marriage,Approved,Fiyaz Morar
7148,1023,Sick Leave,2024-06-15,2024-06-18,4,Vacation,Approved,Harsh Saxena
7149,1664,Casual Leave,2025-09-27,2025-10-05,9,Personal Work,Approved,Chatresh Raghavan
7150,1169,Paternity Leave,2024-03-28,2024-04-05,9,Marriage,Approved,Chandani Sarkar
7151,2553,Paternity Leave,2025-05-19,2025-05-21,3,Religious Festival,Approved,Yatan Tak
7152,2457,Paternity Leave,2024-02-03,2024-02-03,1,Higher Education,Approved,Chaaya Wason
7153,764,Sick Leave,2025-07-27,2025-08-04,9,Religious Festival,Approved,Jackson Varkey
7154,2219,Unpaid Leave,2024-12-03,2024-12-05,3,Religious Festival,Approved,Vansha Sinha
7155,1124,Casual Leave,2025-01-20,2025-01-25,6,Medical Treatment,Rejected,
7156,867,Maternity Leave,2024-02-23,2024-02-24,2,Child Care,Pending,
7157,99,Sick Leave,2024-09-21,2024-09-25,5,Family Emergency,Approved,Ojasvi Behl
7158,964,Emergency Leave,2024-08-28,2024-09-04,8,Marriage,Approved,Tamanna Edwin
7159,2244,Paternity Leave,2024-03-27,2024-04-03,8,Marriage,Approved,Charles Dua
7160,596,Sick Leave,2024-05-04,2024-05-12,9,Personal Work,Approved,Bhavya Swaminathan
7161,2847,Sick Leave,2024-09-07,2024-09-13,7,Religious Festival,Approved,Advika Atwal
7162,2126,Casual Leave,2025-12-23,2025-12-29,7,Personal Work,Approved,Anamika Lanka
7163,2119,Emergency Leave,2025-11-11,2025-11-18,8,Personal Work,Pending,
7164,403,Emergency Leave,2024-07-22,2024-07-25,4,Medical Treatment,Approved,Hemang Deshpande
7165,534,Annual Leave,2025-10-28,2025-11-03,7,Higher Education,Approved,Warda Shah
7166,1364,Casual Leave,2024-02-14,2024-02-16,3,Higher Education,Approved,Irya Ganesan
7167,1637,Annual Leave,2025-08-27,2025-08-28,2,Personal Work,Approved,Vyanjana Badal
7168,20,Maternity Leave,2025-10-29,2025-10-30,2,Personal Work,Approved,Harita Roy
7169,1037,Unpaid Leave,2025-09-19,2025-09-20,2,Family Emergency,Approved,Amol Gade
7170,2229,Annual Leave,2024-07-09,2024-07-13,5,Child Care,Approved,Ethan Rattan
7171,281,Annual Leave,2024-10-12,2024-10-18,7,Medical Treatment,Approved,Aayush Nori
7172,418,Casual Leave,2024-04-25,2024-05-01,7,Marriage,Pending,
7173,1537,Annual Leave,2025-03-01,2025-03-02,2,Family Emergency,Approved,Girish Balasubramanian
7174,1638,Paternity Leave,2024-11-09,2024-11-09,1,Religious Festival,Approved,Yochana Kade
7175,1392,Paternity Leave,2025-11-23,2025-11-27,5,Religious Festival,Approved,Udarsh Thakkar
7176,1058,Sick Leave,2024-05-04,2024-05-10,7,Marriage,Approved,Ekaja Natarajan
7177,1556,Maternity Leave,2024-01-07,2024-01-11,5,Marriage,Pending,
7178,2048,Emergency Leave,2025-09-04,2025-09-05,2,Vacation,Rejected,
