promotion_id,employee_id,promotion_date,old_designation,new_designation,salary_increment_percent,promotion_reason
1881,455,2024-11-29,Assistant Manager,Team Lead,24.57,Business Requirement
1882,418,2025-08-31,Senior Analyst,Team Lead,22.0,Outstanding Performance
1883,685,2025-12-07,Senior Analyst,Executive,18.71,Annual Promotion
1884,1197,2024-02-08,Senior Executive,Senior Manager,20.04,Business Requirement
1885,407,2024-02-17,Analyst,Senior Manager,10.62,Leadership Development
1886,565,2025-05-19,Senior Executive,Team Lead,10.09,Annual Promotion
1887,27,2025-02-13,Analyst,Assistant Manager,12.17,Role Expansion
1888,2069,2025-10-20,Senior Executive,Lead Analyst,10.91,Leadership Development
1889,1700,2024-07-06,Senior Executive,Senior Manager,14.13,Annual Promotion
1890,2170,2024-10-19,Executive,Team Lead,15.17,Annual Promotion
1891,1757,2025-05-19,Executive,Team Lead,15.03,Role Expansion
1892,2115,2024-07-22,Analyst,Team Lead,21.51,Leadership Development
1893,597,2024-04-19,Junior Executive,Assistant Manager,21.09,Business Requirement
1894,1386,2025-11-27,Junior Executive,Executive,13.35,Annual Promotion
1895,1611,2025-12-07,Analyst,Executive,20.91,Annual Promotion
1896,2588,2024-11-13,Senior Analyst,Executive,24.66,Business Requirement
1897,1647,2025-08-14,Senior Executive,Assistant Manager,23.06,Business Requirement
1898,2956,2025-10-21,Assistant Manager,Lead Analyst,20.63,Leadership Development
1899,1146,2025-03-28,Junior Executive,Team Lead,23.3,Business Requirement
1900,1655,2024-08-29,Executive,Senior Manager,15.59,Annual Promotion
1901,2533,2024-04-03,Senior Analyst,Manager,19.08,Leadership Development
1902,2658,2025-04-29,Assistant Manager,Team Lead,14.88,Annual Promotion
1903,152,2025-08-15,Senior Executive,Executive,17.14,Role Expansion
1904,517,2024-07-28,Associate,Senior Manager,16.85,Business Requirement
1905,2096,2025-07-25,Senior Executive,Executive,17.38,Business Requirement
1906,2604,2025-09-10,Senior Executive,Team Lead,10.72,Outstanding Performance
1907,2427,2024-12-23,Assistant Manager,Manager,12.4,Leadership Development
1908,2070,2024-04-06,Associate,Assistant Manager,9.88,Outstanding Performance
1909,1064,2025-12-09,Assistant Manager,Lead Analyst,18.66,Leadership Development
1910,2667,2025-12-01,Junior Executive,Executive,24.0,Role Expansion
1911,22,2025-04-09,Senior Executive,Manager,15.7,Annual Promotion
1912,2383,2024-02-01,Assistant Manager,Senior Manager,17.62,Business Requirement
1913,958,2024-05-14,Assistant Manager,Manager,13.96,Leadership Development
1914,2929,2025-05-11,Associate,Team Lead,17.74,Annual Promotion
1915,2129,2024-05-26,Associate,Assistant Manager,20.54,Outstanding Performance
1916,2386,2024-10-12,Senior Executive,Manager,11.27,Leadership Development
1917,601,2024-07-07,Analyst,Executive,20.1,Role Expansion
1918,255,2025-06-07,Junior Executive,Executive,15.22,Annual Promotion
1919,1828,2025-03-02,Analyst,Senior Executive,9.33,Business Requirement
1920,2290,2024-11-06,Analyst,Manager,16.82,Role Expansion
1921,2394,2025-02-21,Assistant Manager,Lead Analyst,16.48,Role Expansion
1922,2006,2024-12-05,Analyst,Senior Manager,20.44,Role Expansion
1923,592,2025-04-10,Assistant Manager,Senior Executive,16.6,Role Expansion
1924,530,2024-06-20,Associate,Assistant Manager,24.46,Business Requirement
1925,484,2024-02-16,Assistant Manager,Manager,19.81,Role Expansion
1926,643,2024-07-24,Analyst,Executive,24.05,Leadership Development
1927,1674,2024-11-25,Junior Executive,Manager,9.88,Leadership Development
1928,165,2025-12-19,Senior Analyst,Lead Analyst,16.89,Outstanding Performance
1929,1534,2025-09-05,Senior Executive,Lead Analyst,13.16,Role Expansion
1930,586,2025-12-01,Junior Executive,Team Lead,10.42,Business Requirement
1931,1250,2024-10-28,Analyst,Executive,23.11,Annual Promotion
1932,2003,2024-08-22,Executive,Team Lead,8.04,Business Requirement
1933,184,2024-12-20,Senior Executive,Executive,15.1,Business Requirement
1934,1853,2024-10-08,Senior Executive,Manager,23.3,Role Expansion
1935,2950,2024-03-18,Analyst,Team Lead,22.17,Annual Promotion
1936,2068,2024-11-26,Assistant Manager,Senior Executive,18.82,Role Expansion
1937,611,2024-10-23,Associate,Assistant Manager,22.73,Leadership Development
1938,2560,2025-01-30,Junior Executive,Team Lead,19.3,Role Expansion
1939,1620,2025-11-22,Analyst,Senior Executive,13.76,Outstanding Performance
1940,1137,2025-12-28,Associate,Assistant Manager,18.98,Annual Promotion
1941,2343,2024-11-09,Associate,Executive,18.71,Leadership Development
1942,508,2024-05-25,Senior Analyst,Senior Manager,18.95,Outstanding Performance
1943,2220,2025-02-18,Executive,Manager,17.81,Outstanding Performance
1944,776,2025-03-21,Senior Analyst,Manager,20.76,Business Requirement
1945,2697,2025-01-01,Junior Executive,Executive,23.92,Annual Promotion
1946,843,2025-04-10,Junior Executive,Lead Analyst,12.17,Business Requirement
1947,2186,2025-05-07,Analyst,Executive,18.32,Role Expansion
1948,2014,2024-01-20,Senior Analyst,Executive,22.65,Outstanding Performance
1949,740,2025-10-15,Senior Executive,Assistant Manager,15.05,Business Requirement
1950,1054,2024-05-02,Senior Executive,Assistant Manager,9.55,Outstanding Performance
1951,1169,2024-06-10,Senior Analyst,Senior Executive,10.45,Leadership Development
1952,632,2024-10-13,Assistant Manager,Executive,13.22,Role Expansion
1953,242,2024-08-29,Associate,Senior Executive,18.45,Leadership Development
1954,240,2025-09-02,Executive,Senior Manager,13.07,Outstanding Performance
1955,1328,2024-06-09,Senior Executive,Assistant Manager,12.38,Outstanding Performance
1956,982,2024-05-01,Junior Executive,Senior Executive,20.79,Business Requirement
1957,2084,2025-01-14,Executive,Assistant Manager,20.79,Role Expansion
1958,249,2024-06-13,Junior Executive,Lead Analyst,13.41,Business Requirement
1959,1984,2024-01-23,Analyst,Executive,8.49,Annual Promotion
1960,2270,2024-07-14,Junior Executive,Lead Analyst,24.38,Outstanding Performance
1961,2273,2024-02-16,Executive,Team Lead,19.08,Annual Promotion
1962,1667,2024-04-09,Senior Executive,Manager,15.58,Business Requirement
1963,584,2024-03-15,Executive,Team Lead,14.35,Annual Promotion
1964,2202,2024-04-17,Assistant Manager,Senior Executive,24.19,Business Requirement
1965,5,2025-11-15,Analyst,Executive,21.81,Business Requirement
1966,686,2025-09-30,Senior Executive,Senior Manager,8.01,Role Expansion
1967,1028,2025-08-01,Senior Executive,Manager,22.27,Role Expansion
1968,2590,2025-06-11,Senior Executive,Team Lead,11.62,Business Requirement
1969,662,2024-02-10,Senior Executive,Executive,20.57,Business Requirement
1970,368,2024-12-24,Junior Executive,Lead Analyst,14.72,Outstanding Performance
1971,2970,2024-09-16,Assistant Manager,Senior Executive,17.46,Leadership Development
1972,2501,2025-09-24,Analyst,Senior Executive,16.58,Leadership Development
1973,2602,2024-02-25,Associate,Lead Analyst,12.44,Role Expansion
1974,1318,2025-09-22,Senior Executive,Senior Manager,13.81,Role Expansion
1975,66,2024-10-24,Senior Analyst,Lead Analyst,23.54,Annual Promotion
1976,2494,2024-03-09,Associate,Executive,16.1,Outstanding Performance
1977,1693,2024-03-24,Associate,Senior Executive,17.45,Role Expansion
1978,333,2024-11-06,Assistant Manager,Manager,21.38,Outstanding Performance
1979,2751,2024-03-18,Senior Analyst,Executive,15.57,Outstanding Performance
1980,1542,2024-09-10,Senior Executive,Team Lead,22.07,Leadership Development
1981,2856,2024-10-17,Analyst,Senior Executive,24.72,Outstanding Performance
1982,791,2024-03-13,Analyst,Lead Analyst,15.56,Annual Promotion
1983,1152,2024-10-14,Associate,Executive,19.57,Leadership Development
1984,2513,2025-04-11,Executive,Team Lead,18.63,Annual Promotion
1985,1487,2024-03-03,Executive,Assistant Manager,8.63,Role Expansion
1986,2483,2025-06-16,Associate,Senior Manager,11.55,Annual Promotion
1987,1623,2025-05-30,Assistant Manager,Senior Manager,9.89,Leadership Development
1988,2024,2025-08-28,Senior Analyst,Manager,10.9,Annual Promotion
1989,2318,2025-04-20,Associate,Senior Manager,19.43,Business Requirement
1990,268,2025-04-16,Senior Analyst,Senior Executive,18.0,Outstanding Performance
1991,2335,2024-02-05,Executive,Lead Analyst,22.54,Business Requirement
1992,1124,2025-09-21,Associate,Team Lead,11.26,Outstanding Performance
1993,2183,2025-11-16,Associate,Senior Manager,18.45,Business Requirement
1994,1750,2025-01-30,Analyst,Executive,18.9,Outstanding Performance
1995,1772,2024-12-02,Assistant Manager,Lead Analyst,22.35,Role Expansion
1996,2786,2024-12-23,Senior Executive,Executive,16.81,Role Expansion
1997,179,2025-11-30,Senior Executive,Manager,23.02,Annual Promotion
1998,1721,2025-09-26,Junior Executive,Lead Analyst,17.05,Leadership Development
1999,798,2025-02-10,Junior Executive,Assistant Manager,13.69,Business Requirement
2000,925,2025-03-16,Assistant Manager,Executive,24.63,Role Expansion
2001,807,2024-09-20,Junior Executive,Senior Executive,10.8,Leadership Development
2002,2562,2025-04-09,Junior Executive,Senior Manager,9.64,Role Expansion
2003,99,2024-10-14,Analyst,Team Lead,18.07,Leadership Development
2004,1013,2025-04-02,Assistant Manager,Lead Analyst,9.83,Annual Promotion
2005,223,2024-10-21,Senior Executive,Team Lead,21.97,Business Requirement
2006,299,2024-06-16,Assistant Manager,Senior Executive,21.19,Business Requirement
2007,392,2024-06-22,Analyst,Team Lead,18.63,Business Requirement
2008,249,2025-09-26,Junior Executive,Executive,23.58,Role Expansion
2009,2841,2024-08-25,Senior Executive,Team Lead,9.11,Annual Promotion
2010,1811,2024-04-13,Junior Executive,Team Lead,8.93,Business Requirement
2011,270,2025-02-11,Associate,Assistant Manager,9.73,Outstanding Performance
2012,1208,2025-11-19,Senior Analyst,Executive,22.45,Role Expansion
2013,1684,2025-07-11,Junior Executive,Manager,11.96,Business Requirement
2014,2556,2024-03-19,Assistant Manager,Senior Manager,8.18,Role Expansion
2015,1754,2025-06-03,Analyst,Team Lead,22.96,Business Requirement
2016,2667,2025-10-12,Junior Executive,Lead Analyst,23.94,Outstanding Performance
2017,1345,2024-08-20,Analyst,Manager,17.99,Outstanding Performance
2018,2438,2025-06-20,Junior Executive,Executive,20.13,Business Requirement
2019,794,2025-03-30,Assistant Manager,Team Lead,23.37,Annual Promotion
2020,1050,2024-01-20,Associate,Manager,14.04,Role Expansion
2021,1822,2025-10-23,Associate,Manager,11.16,Annual Promotion
2022,248,2025-09-26,Assistant Manager,Executive,10.17,Business Requirement
2023,2670,2024-04-14,Analyst,Manager,20.82,Leadership Development
2024,597,2025-11-28,Senior Analyst,Manager,10.51,Leadership Development
2025,1193,2025-03-14,Senior Analyst,Lead Analyst,14.27,Outstanding Performance
2026,2694,2025-12-01,Senior Analyst,Manager,19.53,Outstanding Performance
2027,2292,2025-02-02,Executive,Manager,22.6,Role Expansion
2028,825,2024-05-13,Senior Executive,Senior Manager,21.35,Leadership Development
2029,1949,2024-08-10,Executive,Senior Manager,19.81,Role Expansion
2030,1357,2024-01-09,Senior Analyst,Senior Manager,22.48,Business Requirement
2031,1228,2025-10-11,Senior Executive,Manager,15.12,Annual Promotion
2032,173,2024-08-31,Junior Executive,Assistant Manager,16.43,Outstanding Performance
2033,2840,2024-08-08,Associate,Senior Executive,11.91,Business Requirement
2034,1970,2024-08-25,Executive,Senior Executive,20.49,Leadership Development
2035,1540,2025-06-02,Assistant Manager,Senior Manager,11.49,Annual Promotion
2036,1487,2024-11-27,Assistant Manager,Executive,8.17,Leadership Development
2037,472,2025-01-12,Junior Executive,Manager,10.42,Role Expansion
2038,2399,2025-08-12,Executive,Senior Manager,23.52,Leadership Development
2039,816,2025-11-11,Junior Executive,Executive,11.36,Annual Promotion
2040,2945,2025-06-03,Executive,Lead Analyst,10.96,Business Requirement
2041,803,2025-05-25,Executive,Senior Executive,8.37,Leadership Development
2042,2775,2024-07-30,Junior Executive,Executive,10.33,Outstanding Performance
2043,1869,2024-12-16,Senior Executive,Lead Analyst,12.08,Leadership Development
2044,2159,2024-07-09,Associate,Senior Executive,24.61,Business Requirement
2045,268,2025-04-07,Analyst,Senior Manager,10.01,Annual Promotion
2046,786,2024-01-10,Assistant Manager,Senior Executive,17.05,Leadership Development
2047,1760,2025-05-12,Senior Executive,Manager,24.61,Annual Promotion
2048,2524,2024-01-21,Junior Executive,Team Lead,17.98,Business Requirement
2049,609,2025-12-14,Senior Executive,Team Lead,13.57,Outstanding Performance
2050,1148,2024-06-06,Associate,Team Lead,22.84,Business Requirement
2051,858,2024-12-31,Senior Analyst,Assistant Manager,20.36,Role Expansion
2052,2519,2025-11-16,Assistant Manager,Senior Manager,9.1,Business Requirement
2053,2643,2024-10-22,Analyst,Team Lead,20.77,Leadership Development
2054,1902,2024-09-05,Analyst,Manager,11.04,Leadership Development
2055,1980,2025-02-04,Senior Analyst,Senior Manager,20.17,Role Expansion
2056,2381,2024-08-17,Analyst,Lead Analyst,14.82,Business Requirement
2057,849,2025-03-06,Associate,Executive,11.73,Annual Promotion
2058,961,2025-02-19,Analyst,Team Lead,14.73,Leadership Development
2059,2341,2025-10-07,Analyst,Assistant Manager,10.67,Leadership Development
2060,348,2025-02-20,Senior Executive,Manager,10.28,Outstanding Performance
2061,2126,2024-05-26,Senior Executive,Assistant Manager,13.98,Business Requirement
2062,2099,2024-03-29,Junior Executive,Assistant Manager,18.56,Role Expansion
2063,1772,2024-01-23,Analyst,Assistant Manager,14.95,Role Expansion
2064,1567,2025-12-07,Senior Executive,Lead Analyst,8.42,Role Expansion
2065,2644,2025-09-21,Executive,Lead Analyst,9.29,Outstanding Performance
2066,2056,2025-11-12,Senior Executive,Team Lead,16.72,Outstanding Performance
2067,933,2024-05-07,Assistant Manager,Lead Analyst,9.67,Outstanding Performance
2068,2237,2024-07-25,Senior Executive,Executive,11.41,Annual Promotion
2069,1025,2024-01-14,Associate,Lead Analyst,13.15,Leadership Development
2070,2475,2025-09-02,Executive,Senior Manager,24.97,Business Requirement
2071,1227,2024-12-12,Senior Executive,Executive,12.79,Leadership Development
2072,2376,2025-06-22,Assistant Manager,Team Lead,20.88,Outstanding Performance
2073,2100,2024-03-31,Analyst,Senior Manager,24.82,Annual Promotion
2074,930,2025-09-01,Assistant Manager,Senior Executive,20.3,Annual Promotion
2075,2113,2025-07-03,Analyst,Senior Executive,17.98,Business Requirement
2076,1890,2024-09-05,Assistant Manager,Senior Manager,13.79,Outstanding Performance
2077,770,2024-07-17,Senior Executive,Team Lead,15.29,Role Expansion
2078,1844,2024-07-26,Executive,Assistant Manager,22.5,Outstanding Performance
2079,526,2024-03-25,Senior Executive,Manager,13.19,Outstanding Performance
2080,2699,2024-02-06,Analyst,Team Lead,22.18,Leadership Development
2081,1744,2024-04-17,Executive,Assistant Manager,19.66,Role Expansion
2082,2829,2024-02-26,Assistant Manager,Team Lead,17.14,Leadership Development
2083,2325,2025-09-16,Senior Analyst,Executive,21.35,Annual Promotion
2084,2328,2025-06-17,Executive,Lead Analyst,18.71,Business Requirement
2085,1602,2025-05-23,Senior Analyst,Manager,24.66,Annual Promotion
2086,2190,2024-08-20,Analyst,Executive,14.57,Role Expansion
2087,2333,2025-04-06,Junior Executive,Lead Analyst,24.35,Leadership Development
2088,428,2024-07-27,Junior Executive,Senior Executive,19.47,Annual Promotion
2089,2823,2025-09-25,Junior Executive,Team Lead,18.26,Outstanding Performance
2090,285,2024-07-13,Executive,Senior Executive,23.49,Role Expansion
2091,2702,2024-05-22,Senior Executive,Lead Analyst,16.91,Role Expansion
2092,2124,2025-12-08,Junior Executive,Lead Analyst,8.19,Leadership Development
2093,454,2024-08-25,Assistant Manager,Senior Executive,10.2,Role Expansion
2094,282,2024-11-23,Analyst,Senior Manager,14.61,Annual Promotion
2095,843,2025-02-26,Executive,Team Lead,13.27,Role Expansion
2096,2356,2024-03-04,Executive,Manager,23.97,Business Requirement
2097,2936,2024-05-09,Executive,Manager,19.64,Leadership Development
2098,1826,2025-05-28,Executive,Senior Executive,9.09,Role Expansion
2099,1012,2024-06-10,Senior Analyst,Team Lead,16.94,Business Requirement
2100,1896,2024-05-24,Analyst,Assistant Manager,17.79,Outstanding Performance
2101,1870,2024-12-08,Senior Executive,Senior Manager,13.9,Leadership Development
2102,718,2025-07-18,Analyst,Manager,15.06,Annual Promotion
2103,1770,2025-03-02,Senior Analyst,Senior Manager,15.78,Annual Promotion
2104,392,2025-08-10,Associate,Manager,14.69,Outstanding Performance
2105,647,2024-12-07,Executive,Team Lead,12.65,Business Requirement
2106,274,2025-11-06,Senior Executive,Senior Manager,19.87,Annual Promotion
2107,2265,2024-01-12,Analyst,Assistant Manager,10.06,Leadership Development
2108,431,2024-09-21,Junior Executive,Team Lead,16.57,Leadership Development
2109,676,2025-11-22,Analyst,Assistant Manager,12.3,Business Requirement
2110,110,2025-03-21,Junior Executive,Assistant Manager,9.24,Role Expansion
2111,1636,2025-01-02,Analyst,Lead Analyst,22.55,Role Expansion
2112,1027,2024-03-07,Junior Executive,Executive,9.95,Annual Promotion
2113,1902,2025-09-13,Senior Executive,Senior Manager,16.24,Outstanding Performance
2114,2692,2025-08-21,Junior Executive,Manager,12.12,Role Expansion
2115,1144,2025-01-10,Executive,Assistant Manager,22.31,Annual Promotion
2116,2487,2024-06-24,Assistant Manager,Executive,9.71,Leadership Development
2117,1601,2024-12-17,Junior Executive,Manager,10.86,Outstanding Performance
2118,629,2025-04-15,Associate,Lead Analyst,15.49,Annual Promotion
2119,142,2024-07-09,Executive,Senior Manager,23.18,Business Requirement
2120,2854,2025-05-25,Executive,Assistant Manager,8.81,Business Requirement
2121,2935,2025-08-21,Associate,Senior Manager,19.22,Outstanding Performance
2122,1263,2025-09-26,Analyst,Senior Manager,15.55,Business Requirement
2123,1546,2024-03-06,Junior Executive,Executive,21.04,Annual Promotion
2124,66,2024-06-18,Senior Executive,Executive,15.17,Outstanding Performance
2125,788,2025-01-09,Senior Executive,Team Lead,19.56,Outstanding Performance
2126,2721,2024-03-25,Executive,Team Lead,10.85,Annual Promotion
2127,2100,2025-07-26,Junior Executive,Assistant Manager,9.83,Leadership Development
2128,2568,2025-02-19,Senior Executive,Manager,11.22,Annual Promotion
2129,1753,2025-10-09,Senior Analyst,Assistant Manager,10.05,Annual Promotion
2130,1325,2024-12-15,Junior Executive,Lead Analyst,10.95,Role Expansion
2131,50,2024-12-26,Associate,Lead Analyst,14.62,Role Expansion
2132,1141,2025-06-14,Executive,Senior Manager,19.05,Leadership Development
2133,896,2025-11-08,Junior Executive,Executive,14.99,Business Requirement
2134,2919,2024-09-27,Analyst,Executive,17.12,Business Requirement
2135,389,2024-10-30,Executive,Lead Analyst,18.2,Role Expansion
2136,2842,2024-08-24,Associate,Team Lead,10.26,Annual Promotion
2137,2817,2024-05-02,Associate,Team Lead,13.41,Role Expansion
2138,73,2024-12-31,Junior Executive,Lead Analyst,18.35,Business Requirement
2139,2094,2025-02-23,Analyst,Assistant Manager,18.89,Annual Promotion
2140,2887,2025-10-15,Senior Analyst,Manager,24.8,Annual Promotion
2141,509,2025-09-02,Junior Executive,Manager,13.25,Role Expansion
2142,2539,2024-12-24,Assistant Manager,Senior Executive,9.35,Annual Promotion
2143,1215,2025-02-25,Senior Executive,Assistant Manager,11.43,Role Expansion
2144,156,2025-02-23,Executive,Senior Manager,12.05,Business Requirement
2145,1347,2025-07-13,Analyst,Senior Manager,10.28,Leadership Development
2146,163,2025-12-15,Associate,Team Lead,16.85,Role Expansion
2147,1182,2024-01-05,Associate,Team Lead,20.76,Annual Promotion
2148,1357,2024-11-22,Assistant Manager,Senior Manager,13.83,Annual Promotion
2149,2724,2025-03-05,Senior Analyst,Executive,24.8,Annual Promotion
2150,1563,2024-03-19,Senior Analyst,Team Lead,16.87,Annual Promotion
2151,25,2024-02-03,Analyst,Senior Manager,9.1,Role Expansion
2152,214,2024-11-17,Junior Executive,Senior Executive,18.78,Annual Promotion
2153,376,2024-11-16,Executive,Senior Executive,10.95,Business Requirement
2154,838,2024-12-29,Assistant Manager,Team Lead,12.02,Outstanding Performance
2155,1914,2025-11-10,Analyst,Senior Manager,13.29,Annual Promotion
2156,723,2024-04-29,Executive,Assistant Manager,18.3,Leadership Development
2157,1837,2024-08-29,Senior Executive,Manager,24.45,Annual Promotion
2158,1971,2024-03-08,Senior Executive,Team Lead,9.36,Leadership Development
2159,688,2024-07-21,Analyst,Assistant Manager,16.0,Role Expansion
2160,1776,2025-05-16,Senior Analyst,Manager,20.93,Role Expansion
2161,1563,2025-01-01,Junior Executive,Team Lead,15.27,Outstanding Performance
2162,2438,2024-02-22,Assistant Manager,Lead Analyst,17.13,Business Requirement
2163,1054,2025-10-29,Associate,Senior Executive,14.47,Leadership Development
2164,1537,2025-09-06,Analyst,Lead Analyst,17.56,Role Expansion
2165,560,2024-12-23,Junior Executive,Lead Analyst,20.15,Annual Promotion
2166,18,2025-06-30,Executive,Senior Executive,8.22,Business Requirement
2167,1533,2025-12-09,Associate,Senior Manager,16.35,Role Expansion
2168,1529,2024-08-03,Analyst,Senior Manager,14.53,Leadership Development
2169,292,2025-07-09,Associate,Manager,14.95,Outstanding Performance
2170,2317,2024-07-26,Junior Executive,Assistant Manager,10.76,Role Expansion
2171,2959,2024-07-15,Senior Executive,Team Lead,13.93,Role Expansion
2172,1509,2025-11-21,Associate,Senior Manager,19.84,Role Expansion
2173,1011,2024-12-25,Analyst,Senior Manager,12.12,Outstanding Performance
2174,2585,2025-04-26,Assistant Manager,Lead Analyst,20.01,Outstanding Performance
2175,2644,2025-11-29,Associate,Senior Manager,10.51,Business Requirement
2176,604,2025-01-24,Analyst,Senior Manager,12.32,Business Requirement
2177,662,2024-04-01,Senior Analyst,Senior Manager,8.21,Outstanding Performance
2178,1575,2024-07-20,Associate,Senior Manager,14.76,Business Requirement
2179,774,2024-03-21,Junior Executive,Manager,22.89,Annual Promotion
2180,2834,2025-06-18,Assistant Manager,Lead Analyst,13.14,Business Requirement
2181,2401,2024-09-16,Associate,Assistant Manager,13.24,Role Expansion
2182,365,2025-12-12,Assistant Manager,Senior Manager,9.86,Business Requirement
2183,1411,2024-07-28,Assistant Manager,Team Lead,21.84,Leadership Development
2184,1631,2024-07-15,Associate,Senior Executive,19.88,Outstanding Performance
2185,2015,2024-03-14,Executive,Team Lead,8.03,Outstanding Performance
2186,1712,2025-09-13,Assistant Manager,Senior Manager,16.92,Leadership Development
2187,699,2024-07-18,Associate,Assistant Manager,11.0,Annual Promotion
2188,812,2025-05-01,Associate,Senior Executive,16.27,Business Requirement
2189,2323,2025-12-11,Junior Executive,Assistant Manager,21.84,Annual Promotion
2190,749,2024-10-12,Executive,Senior Manager,21.76,Annual Promotion
2191,1675,2024-06-26,Senior Executive,Team Lead,15.49,Business Requirement
2192,2607,2025-09-05,Junior Executive,Team Lead,10.82,Leadership Development
2193,511,2025-02-04,Junior Executive,Assistant Manager,12.7,Leadership Development
2194,962,2025-02-25,Junior Executive,Manager,16.12,Outstanding Performance
2195,1090,2024-07-14,Junior Executive,Executive,20.78,Outstanding Performance
2196,172,2024-12-15,Associate,Manager,9.65,Business Requirement
2197,1539,2025-08-23,Assistant Manager,Executive,18.25,Leadership Development
2198,1381,2024-10-10,Analyst,Assistant Manager,18.27,Leadership Development
2199,1406,2025-02-01,Senior Executive,Senior Manager,24.99,Annual Promotion
2200,1633,2025-05-03,Senior Executive,Senior Manager,14.43,Outstanding Performance
2201,1353,2024-10-20,Senior Executive,Team Lead,21.71,Outstanding Performance
2202,2861,2024-06-29,Analyst,Team Lead,14.83,Annual Promotion
2203,504,2024-09-29,Junior Executive,Manager,22.77,Leadership Development
2204,1019,2024-03-30,Associate,Team Lead,14.26,Business Requirement
2205,1947,2024-08-28,Associate,Senior Manager,16.75,Annual Promotion
2206,1320,2025-05-14,Junior Executive,Senior Manager,8.28,Leadership Development
2207,1334,2025-10-31,Assistant Manager,Executive,19.52,Annual Promotion
2208,1640,2024-08-31,Senior Analyst,Assistant Manager,20.57,Outstanding Performance
2209,1951,2024-11-19,Senior Executive,Assistant Manager,24.78,Outstanding Performance
2210,1204,2025-02-15,Associate,Assistant Manager,18.32,Annual Promotion
2211,2343,2025-08-04,Assistant Manager,Manager,21.34,Business Requirement
2212,2040,2024-04-11,Junior Executive,Senior Executive,21.55,Leadership Development
2213,2248,2025-09-10,Assistant Manager,Senior Manager,24.78,Role Expansion
2214,474,2025-03-07,Executive,Assistant Manager,16.2,Business Requirement
2215,867,2024-05-07,Executive,Senior Executive,10.9,Outstanding Performance
2216,2932,2025-05-10,Junior Executive,Assistant Manager,8.5,Leadership Development
2217,1149,2025-03-13,Analyst,Team Lead,11.75,Leadership Development
2218,2747,2024-04-20,Associate,Assistant Manager,10.09,Annual Promotion
2219,2972,2024-03-23,Senior Analyst,Senior Manager,16.36,Leadership Development
2220,2360,2025-01-17,Assistant Manager,Senior Executive,21.03,Business Requirement
2221,1406,2024-08-08,Junior Executive,Senior Manager,14.41,Role Expansion
2222,2302,2025-09-11,Associate,Senior Manager,24.43,Role Expansion
2223,916,2024-03-01,Assistant Manager,Senior Executive,12.4,Leadership Development
2224,366,2024-03-20,Junior Executive,Executive,13.78,Business Requirement
2225,476,2024-07-31,Executive,Senior Manager,17.74,Annual Promotion
2226,1558,2025-01-05,Assistant Manager,Lead Analyst,17.81,Outstanding Performance
2227,2417,2025-01-12,Senior Executive,Executive,17.11,Role Expansion
2228,1496,2025-02-07,Analyst,Lead Analyst,21.56,Annual Promotion
2229,2465,2025-04-16,Senior Analyst,Senior Manager,18.04,Outstanding Performance
2230,2205,2025-07-10,Analyst,Executive,22.49,Leadership Development
2231,1216,2025-11-10,Executive,Team Lead,22.23,Role Expansion
2232,604,2024-06-09,Associate,Assistant Manager,18.22,Annual Promotion
2233,2880,2024-07-31,Associate,Senior Manager,8.58,Leadership Development
2234,2821,2024-09-21,Senior Executive,Manager,10.1,Business Requirement
2235,884,2024-03-15,Analyst,Senior Manager,16.42,Role Expansion
2236,1365,2025-04-02,Junior Executive,Team Lead,10.6,Annual Promotion
2237,922,2024-07-23,Assistant Manager,Senior Manager,19.91,Outstanding Performance
2238,734,2025-07-24,Assistant Manager,Team Lead,22.57,Role Expansion
2239,2701,2025-01-29,Senior Executive,Team Lead,23.51,Annual Promotion
2240,1607,2025-08-15,Junior Executive,Manager,13.74,Role Expansion
2241,1604,2024-12-17,Senior Executive,Team Lead,14.65,Business Requirement
2242,1157,2025-03-11,Associate,Lead Analyst,19.84,Annual Promotion
2243,2245,2024-12-29,Associate,Team Lead,14.69,Annual Promotion
2244,2378,2025-11-06,Senior Executive,Team Lead,22.72,Outstanding Performance
2245,1246,2025-03-09,Assistant Manager,Senior Manager,15.78,Annual Promotion
2246,1810,2024-07-23,Senior Analyst,Senior Executive,19.83,Leadership Development
2247,894,2025-01-21,Executive,Senior Executive,21.67,Annual Promotion
2248,38,2024-11-16,Associate,Senior Manager,14.16,Business Requirement
2249,605,2025-07-28,Junior Executive,Senior Manager,14.4,Role Expansion
2250,690,2025-05-17,Associate,Team Lead,23.74,Outstanding Performance
2251,736,2024-09-12,Senior Executive,Assistant Manager,24.07,Outstanding Performance
2252,1387,2024-06-08,Senior Analyst,Senior Manager,18.09,Annual Promotion
2253,1655,2025-01-03,Associate,Senior Manager,12.17,Outstanding Performance
2254,2002,2025-01-07,Executive,Assistant Manager,13.15,Business Requirement
2255,1538,2024-12-15,Executive,Senior Manager,21.19,Outstanding Performance
2256,2664,2024-01-12,Assistant Manager,Team Lead,14.5,Role Expansion
2257,492,2025-03-22,Senior Executive,Executive,9.98,Outstanding Performance
2258,2740,2025-09-09,Analyst,Senior Manager,23.44,Annual Promotion
2259,2347,2025-08-05,Junior Executive,Manager,24.78,Role Expansion
2260,388,2024-08-08,Senior Executive,Senior Manager,21.5,Annual Promotion
2261,2641,2025-10-03,Analyst,Assistant Manager,19.95,Leadership Development
